email,nazov_obce,url_obce
"malysaris@stonline.sk","Malysaris","https://www.taxinearme.sk"
"obec@malzenice.sk","Malzenice","https://www.taxinearme.sk"
"matrika@obecmana.sk","Mana","https://www.taxinearme.sk"
"mankovce@centrum.sk","Mankovce","https://www.taxinearme.sk"
"obec.marcelova@marcelova.sk","Marcelova","https://www.taxinearme.sk"
"podatelna@margecany.sk","Margecany","https://www.taxinearme.sk"
"starosta@obecmarhan.sk","Marhan","https://www.taxinearme.sk"
"starosta@marianka.sk","Marianka","https://www.taxinearme.sk"
"ocumarkovce@minet.sk","Markovce","https://www.taxinearme.sk"
"obec.markuska@centrum.sk","Markuska","https://www.taxinearme.sk"
"obecmarkusovce@markusovce.sk","Markusovce","https://www.taxinearme.sk"
"podatelna@marsovarasov.sk","Marsovarasov","https://www.taxinearme.sk"
"msu@martin.sk","Martin","https://www.taxinearme.sk"
"info@martinnadzitavou.sk","Martinnadzitavou","https://www.taxinearme.sk"
"ou@martincek.sk","Martincek","https://www.taxinearme.sk"
"ocu.martinova@gmail.com","Martinova","https://www.taxinearme.sk"
"ocu@martovce.sk","Martovce","https://www.taxinearme.sk"
"obec.maskova@gmail.com","Maskova","https://www.taxinearme.sk"
"maskovce@centrum.sk","Maskovce","https://www.taxinearme.sk"
"obec@obecmatejovcenadhornadom.sk","Matejovcenadhornadom","https://www.taxinearme.sk"
"ou.matiaska@gmail.com","Matiaska","https://www.taxinearme.sk"
"matiasovce@matiasovce.sk","Matiasovce","https://www.taxinearme.sk"
"obecmatovce@gmail.com","Matovce","https://www.taxinearme.sk"
"ocumatvoj@gmail.com","Matovskevojkovce","https://www.taxinearme.sk"
"sekretariat@matuskovo.sk","Matuskovo","https://www.taxinearme.sk"
"matysova@matysova.sk","Matysova","https://www.taxinearme.sk"
"obecmedovarce@gmail.com","Medovarce","https://www.taxinearme.sk"
"obecmedvedie@centrum.sk","Medvedie","https://www.taxinearme.sk"
"info@medvedov.sk","Medvedov","https://www.taxinearme.sk"
"medzany@obecmedzany.sk","Medzany","https://www.taxinearme.sk"
"mesto@medzev.sk","Medzev","https://www.taxinearme.sk"
"obecmedzianky@gmail.com","Medzianky","https://www.taxinearme.sk"
"urad@obecmedzibrod.sk","Medzibrod","https://www.taxinearme.sk"
"info@medzibrodienadoravou.sk","Medzibrodie","https://www.taxinearme.sk"
"info@medzilaborce-urad.sk","Medzilaborce","https://www.taxinearme.sk"
"obec@melcice-lieskove.sk","Melcice Lieskove","https://www.taxinearme.sk"
"obecmelek@gmail.com","Melek","https://www.taxinearme.sk"
"obec@meliata.sk","Meliata","https://www.taxinearme.sk"
"obec@mengusovce.sk","Mengusovce","https://www.taxinearme.sk"
"merasice@wircom.sk","Merasice","https://www.taxinearme.sk"
"ocu.mernik@watel.sk","Mernik","https://www.taxinearme.sk"
"obecmestecko@obecmestecko.sk","Mestecko","https://www.taxinearme.sk"
"mestisko@vl.sk","Mestisko","https://www.taxinearme.sk"
"obecmicakovce@gmail.com","Micakoce","https://www.taxinearme.sk"
"mierovo@zmail.sk","Mierovo","https://www.taxinearme.sk"
"obec@miezgovce.sk","Miezgovce","https://www.taxinearme.sk"
"ou.michajlov@lekosonline.sk","Michajlov","https://www.taxinearme.sk"
"starosta@michalnaostrove.sk","Michalnaostrove","https://www.taxinearme.sk"
"ou.michal@gmail.com","Michalnadzitavou","https://www.taxinearme.sk"
"obecmichalany@michalany.eu","Michalany","https://www.taxinearme.sk"
"obecmichalkova@zoznam.sk","Michalkova","https://www.taxinearme.sk"
"obecmichalok@orangemail.sk","Michalok","https://www.taxinearme.sk"
"oumichalova@michalova.sk","Michalova","https://www.taxinearme.sk"
"msumi@msumi.sk","Michalovce","https://www.taxinearme.sk"
"obec@miklusovce.sk","Miklusovce","https://www.taxinearme.sk"
"obecmikova@gmail.com","Mikova","https://www.taxinearme.sk"
"obecmikulasova@gmail.com","Mikulasova","https://www.taxinearme.sk"
"mikusovce@centrum.sk","Mikusovce","https://www.taxinearme.sk"
"obecnyurad@mikusovce.sk","Mikusovce Ilava","https://www.taxinearme.sk"
"sekretariat@obecmilhost.eu","Milhost","https://www.taxinearme.sk"
"obec@miloslavov.sk","Miloslavov","https://www.taxinearme.sk"
"milpos@milpos.sk","Milpos","https://www.taxinearme.sk"
"ou.minovce@centrum.sk","Minovce","https://www.taxinearme.sk"
"obecmirkovce65@gmail.com","Mirkovce","https://www.taxinearme.sk"
"michalkurecko45@gmail.com","Mirola","https://www.taxinearme.sk"
"obecmladzovo@gmail.com","Mladzovo","https://www.taxinearme.sk"
"obecmlynarovce@gmail.com","Mlynarovce","https://www.taxinearme.sk"
"mlynceky@mlynceky.sk","Mlynceky","https://www.taxinearme.sk"
"info@obecmlynica.sk","Mlynica","https://www.taxinearme.sk"
"obecmlynky@gmail.com","Mlynky","https://www.taxinearme.sk"
"starosta@mnichovalehota.sk","Mnichovalehota","https://www.taxinearme.sk"
"obec@mnisek.sk","Mniseknadhnilcom","https://www.taxinearme.sk"
"obecmnp@gmail.com","Mniseknadpopradom","https://www.taxinearme.sk"
"moca@slovanet.sk","Moca","https://www.taxinearme.sk"
"sekretariat@mocenok.sk","Mocenok","https://www.taxinearme.sk"
"obecmociar@gmail.com,starosta@mociar.sk","Mociar","https://www.taxinearme.sk"
"primator@modra.sk","Modra","https://www.taxinearme.sk"
"info@modranadcirochou.sk,","Modranadcirochou","https://www.taxinearme.sk"
"obec@obecmodrany.sk","Modrany","https://www.taxinearme.sk"
"modrova@modrova.eu.sk","Modrova","https://www.taxinearme.sk"
"obec@modrovka.sk","Modrovka","https://www.taxinearme.sk"
"primator@modrykamen.sk","Modrykamen","https://www.taxinearme.sk"
"starosta@mojmirovce.sk","Mojmirovce","https://www.taxinearme.sk"
"obecnyurad@mojs.sk","Mojs","https://www.taxinearme.sk"
"obecmojtin@obecmojtin.sk","Mojtin","https://www.taxinearme.sk"
"starosta@mojzesovo.sk","Mojzesovo","https://www.taxinearme.sk"
"info@mokraluka.eu","Mokraluka","https://www.taxinearme.sk"
"info@mokrance.sk","Mokrance","https://www.taxinearme.sk"
"obec@mokroluh.sk","Mokroluh","https://www.taxinearme.sk"
"starosta@mokryhaj.sk","Mokryhaj","https://www.taxinearme.sk"
"info@molca.sk","Molca","https://www.taxinearme.sk"
"msu@moldava.sk","Moldavanadbodvou","https://www.taxinearme.sk"
"moravany@obecmoravany.sk","Moravany","https://www.taxinearme.sk"
"moravany@moravany.sk","Moravanynadvahom","https://www.taxinearme.sk"
"obec@moravskelieskove.sk","Moravskelieskove","https://www.taxinearme.sk"
"obecmsjan@obecmsjan.sk","Moravskysvatyjan","https://www.taxinearme.sk"
"sekretariat@mostpribratislave.sk","Mostpribratislave","https://www.taxinearme.sk"
"info@obecmostova.sk","Mostova","https://www.taxinearme.sk"
"pddrazkovce@gaya.sk","Moskovec","https://www.taxinearme.sk"
"info@mosovce.sk","Mosovce","https://www.taxinearme.sk"
"ocumostenica@orangemail.sk","Mostenica","https://www.taxinearme.sk"
"mosurov@gmail.com","Mosurov","https://www.taxinearme.sk"
"obec@motesice.sk","Motesice","https://www.taxinearme.sk"
"motyckyobec@gmail.com","Motycky","https://www.taxinearme.sk"
"obecmrazovce@zoznam.sk","Mrazovce","https://www.taxinearme.sk"
"podatelna@mucin.sk","Mucin","https://www.taxinearme.sk"
"obecmudronovo@pobox.sk","Mudronovo","https://www.taxinearme.sk"
"obec@mudrovce.sk","Mudrovce","https://www.taxinearme.sk"
"obec.mula@gmail.com","Mula","https://www.taxinearme.sk"
"obec@muran.sk","Muran","https://www.taxinearme.sk"
"info@muranskadlhaluka.sk","Muranska Dlha Luka","https://www.taxinearme.sk"
"info@muranskahuta.sk","Muranskahuta","https://www.taxinearme.sk"
"info@muranskalehota.sk","Muranskalehota","https://www.taxinearme.sk"
"muranska.zdychava@gmail.com","Muranskazdychava","https://www.taxinearme.sk"
"obec@mutne.sk","Mutne","https://www.taxinearme.sk"
"sekretariat@muzla.sk","Muzla","https://www.taxinearme.sk"
"primator@myjava.sk","Myjava","https://www.taxinearme.sk"
"obexmyslina@gmail.com","Myslina","https://www.taxinearme.sk"
"obec@mytna.sk","Mytna","https://www.taxinearme.sk"
"mytneludany@gmail.com","Mytneludany","https://www.taxinearme.sk"
"ou@mytopoddumbierom.sk","Mytopoddumbierom","https://www.taxinearme.sk"
"nacinaves@nacinaves.sk","Nacinaves","https://www.taxinearme.sk"
"ocunadlice@gmail.com","Nadlice","https://www.taxinearme.sk"
"obecnagov@gmail.com,","Nagov","https://www.taxinearme.sk"
"obec.nahac84@gmail.com","Nahac","https://www.taxinearme.sk"
"starosta@nalepkovo.sk","Nalepkovo","https://www.taxinearme.sk"
"sekretariat@namestovo.sk","Namestovo","https://www.taxinearme.sk"
"starosta@obecnana.sk","Nana","https://www.taxinearme.sk"
"info@nandraz.sk","Nandraz","https://www.taxinearme.sk"
"obec.narad@gmail.com","Narad","https://www.taxinearme.sk"
"info@necpaly.sk","Necpaly","https://www.taxinearme.sk"
"info@obecnedanovce.sk","Nedanovce","https://www.taxinearme.sk"
"ocunedasovce@centrum.sk","Nedasovce","https://www.taxinearme.sk"
"obecneded@neded.sk","Neded","https://www.taxinearme.sk"
"sekretariat@nededza.eu","Nededza","https://www.taxinearme.sk"
"info@nedozery-brezany.sk","Nedozery Brezany","https://www.taxinearme.sk"
"obecnechvalovapolianka@gmail.com","Nechvalovapolianka","https://www.taxinearme.sk"
"obec@nemce.sk,alena.krajnakova@nemce.dcom.sk","Nemce","https://www.taxinearme.sk"
"nemcovce@nemcovce.sk","Nemcovce","https://www.taxinearme.sk"
"obecnemcovcepo@gmail.com","Nemcovce Presov","https://www.taxinearme.sk"
"nemcice@nemcice.sk","Nemcice","https://www.taxinearme.sk"
"obec@nemcinany.eu","Nemcinany","https://www.taxinearme.sk"
"ou@nemecka.info","Nemecka","https://www.taxinearme.sk"
"uhlarova@centrum.sk","Nemecky","https://www.taxinearme.sk"
"starostka@obecnemesany.sk","Nemesany","https://www.taxinearme.sk"
"sekretariatprimatora@nemsova.sk","Nemsova","https://www.taxinearme.sk"
"ocunenince@centrum.sk,","Nenince","https://www.taxinearme.sk"
"obec.neporadza2015@gmail.com","Neporadza","https://www.taxinearme.sk"
"obec@neporadza.sk","Neporadza Trencin","https://www.taxinearme.sk"
"obec@neslusa.sk","Neslusa","https://www.taxinearme.sk"
"ocu@nesvady.sk","Nesvady","https://www.taxinearme.sk"
"starosta@neverice.sk","Neverice","https://www.taxinearme.sk"
"nevidzany@slovanet.sk","Nevidzany Zlatemoravce","https://www.taxinearme.sk"
"obecnevidzanypd@centrum.sk","Nevidzany","https://www.taxinearme.sk"
"obec@nevolne.sk","Nevolne","https://www.taxinearme.sk"
"obec@nezbudskalucka.sk","Nezbudskalucka","https://www.taxinearme.sk"
"obec@nimnica.eu","Nimnica","https://www.taxinearme.sk"
"msunitra@msunitra.sk","Nitra","https://www.taxinearme.sk"
"obecnitra@gmail.com","Nitranadiplom","https://www.taxinearme.sk"
"starosta@nitrianskablatnica.sk","Nitrianskablatnica","https://www.taxinearme.sk"
"obecns@gmail.com","Nitrianskastreda","https://www.taxinearme.sk"
"info@nitrianskehrnciarovce.sk","Nitrianskehrnciarovce","https://www.taxinearme.sk"
"ocu@nitrianskepravno.sk","Nitrianskepravno","https://www.taxinearme.sk"
"info@nitrianskerudno.sk","Nitrianskerudno","https://www.taxinearme.sk"
"obec@nitrianskesucany.sk","Nitrianskesucany","https://www.taxinearme.sk"
"info@obecnitrica.sk","Nitrica","https://www.taxinearme.sk"
"ocunizna@gmail.com","Nizna","https://www.taxinearme.sk"
"obec@nizna.sk","Nizna Tvrdosin","https://www.taxinearme.sk"
"obec@niznaboca.sk","Niznaboca","https://www.taxinearme.sk"
"obecniznahutka@netkosice.sk","Niznahutka","https://www.taxinearme.sk"
"nizna.jablonka@gmail.com","Niznajablonka","https://www.taxinearme.sk"
"obecnjedlova@gmail.com","Niznajedlova","https://www.taxinearme.sk"
"obecniznakamenica@netkosice.sk","Niznakamenica","https://www.taxinearme.sk"
"obecniznamysla@netkosice.sk","Niznamysla","https://www.taxinearme.sk"
"obec@niznaolsava.sk","Niznaolsava","https://www.taxinearme.sk"
"niznapisana.obec@gmail.com","Niznapisana","https://www.taxinearme.sk"
"cundra.jan@post.sk","Niznapolianka","https://www.taxinearme.sk"
"oun.nrybnica@azet.sk","Niznarybnica","https://www.taxinearme.sk"
"info@niznasitnica.sk","Niznasitnica","https://www.taxinearme.sk"
"niznaslanapodatelna@gmail.com","Niznaslana","https://www.taxinearme.sk"
"niznavola@niznavola.sk","Niznavola","https://www.taxinearme.sk"
"nizneladickovce@gmail.com","Nizneladickovce","https://www.taxinearme.sk"
"nizne.nemecke@centrum.sk","Niznenemecke","https://www.taxinearme.sk"
"obecniznerepase@gmail.com","Niznerepase","https://www.taxinearme.sk"
"obecnizneruzbachy@gmail.com","Nizneruzbachy","https://www.taxinearme.sk"
"niznycaj@netkosice.sk","Niznycaj","https://www.taxinearme.sk"
"niznyhrabovec@niznyhrabovec.sk","Niznyhrabovec","https://www.taxinearme.sk"
"ocu.nizny.hrusov@slovanet.sk","Niznyhrusov","https://www.taxinearme.sk"
"info@niznyklatov.sk","Niznyklatov","https://www.taxinearme.sk"
"obecniznykomarnik@zoznam.sk","Niznykomarnik","https://www.taxinearme.sk"
"obec@niznykrucov.sk","Niznykrucov","https://www.taxinearme.sk"
"obecniznylanec@centrum.sk","Niznylanec","https://www.taxinearme.sk"
"nmirosov@gmail.com","Niznymirosov","https://www.taxinearme.sk"
"obecniznyorlik@gmail.com","Niznyorlik","https://www.taxinearme.sk"
"obec.niznyskalnik@mail.t-com.sk","Niznyskalnik","https://www.taxinearme.sk"
"niznyslavkov@niznyslavkov.sk","Niznyslavkov","https://www.taxinearme.sk"
"sekretariat@niznytvarozec.sk","Niznytvarozec","https://www.taxinearme.sk"
"obecniznyzipov@gmail.com","Niznyzipov","https://www.taxinearme.sk"
"obecnolcovo@tipnet.sk","Nolcovo","https://www.taxinearme.sk"
"podatelna@obecnorovce.sk","Norovce","https://www.taxinearme.sk"
"msu@novabana.sk","Novabana","https://www.taxinearme.sk"
"nova.basta@gmail.com","Novabasta","https://www.taxinearme.sk"
"obec@novabosaca.sk","Novabosaca","https://www.taxinearme.sk"
"info@novabystrica.sk","Novabystrica","https://www.taxinearme.sk"
"obec@novadedina.sk","Novadedina","https://www.taxinearme.sk"
"novadedinka@novadedinka.sk","Novadedinka","https://www.taxinearme.sk"
"msu@novadubnica.sk","Novadubnica","https://www.taxinearme.sk"
"sekretariat@novakelca.sk","Novakelca","https://www.taxinearme.sk"
"obecnovalehota@zoznam.sk","Novalehota","https://www.taxinearme.sk"
"info@novalesna.sk","Novalesna","https://www.taxinearme.sk"
"obec@novalubovna.sk","Novalubovna","https://www.taxinearme.sk"
"starosta@novapolhora.sk","Novapolhora","https://www.taxinearme.sk"
"info@obecnovasedlica.sk","Novasedlica","https://www.taxinearme.sk"
"obec.novaves@gost.sk","Novaves","https://www.taxinearme.sk"
"obec@novavesnadvahom.sk","Novavesnadvahom","https://www.taxinearme.sk"
"obec@novavesnadzitavou.sk","Novavesnadzitavou","https://www.taxinearme.sk"
"obec@novavieska.sk","Novavieska","https://www.taxinearme.sk"
"novacanyocu@gmail.com","Novacany","https://www.taxinearme.sk"
"munovaky@novaky.sk","Novaky","https://www.taxinearme.sk"
"starosta@novehony.sk","Novehony","https://www.taxinearme.sk"
"msu@nove-mesto.sk","Novemestonadvahom","https://www.taxinearme.sk"
"obecnyurad@novesady.sk","Novesady","https://www.taxinearme.sk"
"primator@novezamky.sk","Novezamky","https://www.taxinearme.sk"
"ocunovosad@gmail.com","Novosad","https://www.taxinearme.sk"
"obec@novot.sk","Novot","https://www.taxinearme.sk"
"novyruskov@mail.viapvt.sk","Novyruskov","https://www.taxinearme.sk"
"info@novysalas.sk","Novysalas","https://www.taxinearme.sk"
"obec@novytekov.sk","Novytekov","https://www.taxinearme.sk"
"novyzivot@novyzivot.sk","Novyzivot","https://www.taxinearme.sk"
"ocunyrovce@gmail.com","Nyrovce","https://www.taxinearme.sk"
"obeckov@gmail.com","Obeckov","https://www.taxinearme.sk"
"starosta@obid.sk","Obid","https://www.taxinearme.sk"
"info@obisovce.sk","Obisovce","https://www.taxinearme.sk"
"oborin@oborin.eu","Oborin","https://www.taxinearme.sk"
"obrucne@zoznam.sk","Obrucne","https://www.taxinearme.sk"
"podatelna@obyce.eu","Obyce","https://www.taxinearme.sk"
"obec.ockov@gmail.com","Ockov","https://www.taxinearme.sk"
"podatelna@ocova.sk","Ocova","https://www.taxinearme.sk"
"starosta@obecodorin.sk","Odorin","https://www.taxinearme.sk"
"starosta@obecohrady.sk,","Ohrady","https://www.taxinearme.sk"
"ohradzany@gmail.com","Ohradzany","https://www.taxinearme.sk"
"obec@ochodnica.sk","Ochodnica","https://www.taxinearme.sk"
"info@obecochtina.sk","Ochtina","https://www.taxinearme.sk"
"info@okoc.sk","Okoc","https://www.taxinearme.sk"
"info@okolicnanaostrove.sk","Okolicna Na Ostrove","https://www.taxinearme.sk"
"urad@obecokruhle.sk","Okruhle","https://www.taxinearme.sk"
"obecokruzna@azet.sk","Okruzna","https://www.taxinearme.sk"
"ouolcnava@gmail.com","Olcnava","https://www.taxinearme.sk"
"obec@oldza.sk","Oldza","https://www.taxinearme.sk"
"obecolejnikov@gmail.com","Olejnikov","https://www.taxinearme.sk"
"urad@obecolesna.sk","Olesna","https://www.taxinearme.sk"
"obecolka@satlan.sk","Olka","https://www.taxinearme.sk"
"obecolovary@gmail.com","Olovary","https://www.taxinearme.sk"
"obecolsavce@centrum.sk","Olsavce","https://www.taxinearme.sk"
"ocuolsavica@gmail.com","Olsavica","https://www.taxinearme.sk"
"obecolsavka37@gmail.com","Olsavka","https://www.taxinearme.sk"
"olsavka.obec@gmail.com","Olsavka Stropkov","https://www.taxinearme.sk"
"obec.olsinkov@gmail.com","Olsinkov","https://www.taxinearme.sk"
"info@obecolsov.sk","Olsov","https://www.taxinearme.sk"
"info@obecolsovany.sk","Olsovany","https://www.taxinearme.sk"
"ouo@post.sk","Omastina","https://www.taxinearme.sk"
"starosta@omsenie.sk","Omsenie","https://www.taxinearme.sk"
"obec@ondavskematiasovce.sk","Ondavskematiasovce","https://www.taxinearme.sk"
"obec.ondrasova@centrum.sk","Ondrasova","https://www.taxinearme.sk"
"ondrasovce@post.sk","Ondrasovce","https://www.taxinearme.sk"
"obecondrejovce@obecondrejovce.sk","Ondrejovce","https://www.taxinearme.sk"
"obecopatka@gmail.com","Opatka","https://www.taxinearme.sk"
"starosta@opatovce.sk","Opatovce","https://www.taxinearme.sk"
"ocu@opatovcenadnitrou.sk","Opatovcenadnitrou","https://www.taxinearme.sk"
"ocuonves@gmail.com","Opatovskanovaves","https://www.taxinearme.sk"
"info@opava.sk","Opava","https://www.taxinearme.sk"
"obecopina@centrum.sk","Opina","https://www.taxinearme.sk"
"obec@opoj.sk","Opoj","https://www.taxinearme.sk"
"oponice@gmail.com","Oponice","https://www.taxinearme.sk"
"obec@oravce.sk","Oravce","https://www.taxinearme.sk"
"starosta@oravka.sk","Oravka","https://www.taxinearme.sk"
"obec@oravskajasenica.sk","Oravskajasenica","https://www.taxinearme.sk"
"obecnyurad@oravskalesna.sk","Oravskalesna","https://www.taxinearme.sk"
"starosta@oravskapolhora.sk","Oravskapolhora","https://www.taxinearme.sk"
"info@oravskaporuba.sk","Oravskaporuba","https://www.taxinearme.sk"
"starosta.maslanak@oravskevesele.sk","Oravskevesele","https://www.taxinearme.sk"
"oravskybielypotok@bsk.sk","Oravskybielypotok","https://www.taxinearme.sk"
"podatelna@oravskypodzamok.sk","Oravskypodzamok","https://www.taxinearme.sk"
"obec.ordzovany@levonetmail.sk","Ordzoviany","https://www.taxinearme.sk"
"obecorechova@lekosonline.sk","Orechova","https://www.taxinearme.sk"
"obec@orechovapoton.sk","Orechovapoton","https://www.taxinearme.sk"
"oreske@3gpsnet.sk","Oreske Michalovce","https://www.taxinearme.sk"
"obec.oreske@gmail.com","Oreske","https://www.taxinearme.sk"
"oresany@wircom.sk","Oresany","https://www.taxinearme.sk"
"obecorlov@slnet.sk","Orlov","https://www.taxinearme.sk"
"obec@orovnica.eu","Orovnica","https://www.taxinearme.sk"
"ortutova@ortutova.sk","Ortutova","https://www.taxinearme.sk"
"osadka.ocu@gmail.com","Osadka","https://www.taxinearme.sk"
"obec.osadne@azet.sk","Osadne","https://www.taxinearme.sk"
"obecosikov@obecosikov.sk","Osikov","https://www.taxinearme.sk"
"starosta@oslany.sk","Oslany","https://www.taxinearme.sk"
"obec@osrblie.sk","Osrblie","https://www.taxinearme.sk"
"obec@ostraluka.sk","Ostraluka","https://www.taxinearme.sk"
"ostratice@zoznam.sk","Ostratice","https://www.taxinearme.sk"
"ocuostrov@gmail.com","Ostrov Kosice","https://www.taxinearme.sk"
"obecostrov@obecostrov.sk","Ostrov","https://www.taxinearme.sk"
"obecostrovany@obecostrovany.sk","Ostrovany","https://www.taxinearme.sk"
"obec@ostrygrun.sk","Ostrygrun","https://www.taxinearme.sk"
"obecosturna@neton.sk","Osturna","https://www.taxinearme.sk"
"obec.osuske@gmail.com","Osuske","https://www.taxinearme.sk"
"oscadnica@oscadnica.sk","Oscadnica","https://www.taxinearme.sk"
"obec@otrhanky.sk","Otrhanky","https://www.taxinearme.sk"
"starosta@otrocok.sk","Otrocok","https://www.taxinearme.sk"
"obecovciarsko@gmail.com","Ovciarsko","https://www.taxinearme.sk"
"ovcie@ovcie.sk","Ovcie","https://www.taxinearme.sk"
"sekretariat@ozdin.sk","Ozdin","https://www.taxinearme.sk"
"obecozdany@obecozdany.sk","Ozdany","https://www.taxinearme.sk"
"obec.paca@centrum.sk","Paca","https://www.taxinearme.sk"
"oupadan@panelnet.sk","Padan","https://www.taxinearme.sk"
"ocu.padarovce@rsnet.sk","Padarovce","https://www.taxinearme.sk"
"pakostov24@gmail.com","Pakostov","https://www.taxinearme.sk"
"starostka@obecpalarikovo.sk","Palarikovo","https://www.taxinearme.sk"
"oupalin@minet.sk","Palin","https://www.taxinearme.sk"
"obecpalota@zoznam.sk","Palota","https://www.taxinearme.sk"
"obec.pana@gmail.com","Pana","https://www.taxinearme.sk"
"obec@panickedravce.sk","Panickedravce","https://www.taxinearme.sk"
"obecpanovce@gmail.com","Panovce","https://www.taxinearme.sk"
"ou.papin@obecpapin.sk","Papin","https://www.taxinearme.sk"
"papradno@papradno.sk","Papradno","https://www.taxinearme.sk"
"ocu@parchovany.sk","Parchovany","https://www.taxinearme.sk"
"parihuzovce@gmail.com","Parihuzovce","https://www.taxinearme.sk"
"ocuparnica@dkubin.sk","Parnica","https://www.taxinearme.sk"
"ou@partizanskalupca.com","Partizanska_lupca","https://www.taxinearme.sk"
"primator@partizanske.sk","Partizanske","https://www.taxinearme.sk"
"pastovce@pastovce.sk","Pastovce","https://www.taxinearme.sk"
"starosta@pastuchov.sk","Pastuchov","https://www.taxinearme.sk"
"obec@paskova.sk","Paskova","https://www.taxinearme.sk"
"obec@pastinazavada.sk","Pastinazavada","https://www.taxinearme.sk"
"starosta@obecpata.sk","Pata","https://www.taxinearme.sk"
"obecpatas@real-net.sk","Patas","https://www.taxinearme.sk"
"obecpatince@obecpatince.eu","Patince","https://www.taxinearme.sk"
"obec@pavcina-lehota.sk","Pavcinalehota","https://www.taxinearme.sk"
"obec.pavlany@gmail.com","Pavlany","https://www.taxinearme.sk"
"info@pavlice.sk","Pavlice","https://www.taxinearme.sk"
"info@obecpavlova.sk","Pavlova","https://www.taxinearme.sk"
"info@pavlovaves.sk","Pavlovaves","https://www.taxinearme.sk"
"podatelna@pavlovce.eu","Pavlovce","https://www.taxinearme.sk"
"obecpavlovce@gmail.com","Pavlovce_vranov","https://www.taxinearme.sk"
"pavlovce@pavlovce.sk","Pavlovcenaduhom","https://www.taxinearme.sk"
"starosta@obecpazit.sk","Pazit","https://www.taxinearme.sk"
"obecpcoline@azet.sk","Pcoline","https://www.taxinearme.sk"
"info@pecenady.sk","Pecenady","https://www.taxinearme.sk"
"urad@obecpecenany.sk","Pecenany","https://www.taxinearme.sk"
"obec.pecenice@gmail.com","Pecenice","https://www.taxinearme.sk"
"obec@pecovska.sk","Pecovskanovaves","https://www.taxinearme.sk"
"peder@peder.sk","Peder","https://www.taxinearme.sk"
"perin-chym@perín-chym.sk","Perin Chym","https://www.taxinearme.sk"
"starosta@pernek.sk","Pernek","https://www.taxinearme.sk"
"obec.petkovce@gmail.com","Petkovce","https://www.taxinearme.sk"
"oupetrikovce@stonline.sk","Petrikovce","https://www.taxinearme.sk"
"petrova2@post.sk","Petrova","https://www.taxinearme.sk"
"starosta@petrovalehota.sk","Petrovalehota","https://www.taxinearme.sk"
"starosta.petrovaves@gmail.com","Petrovaves","https://www.taxinearme.sk"
"petrovany@petrovany.sk","Petrovany","https://www.taxinearme.sk"
"petrovcers@petrovce.sk","Petrovce","https://www.taxinearme.sk"
"obecpetrovce@gmail.com","Petrovce Vranov","https://www.taxinearme.sk"
"ocu-petrovce@dalnet.sk","Petrovcenadlaborcom","https://www.taxinearme.sk"
"obecpetrovice@obecpetrovice.info","Petrovice","https://www.taxinearme.sk"
"obecpetrovo@centrum.sk","Petrovo","https://www.taxinearme.sk"
"roman.macs@msupezinok.sk","Pezinok","https://www.taxinearme.sk"
"msu@piestany.sk","Piestany","https://www.taxinearme.sk"
"obecpichne@gmail.com","Pichne","https://www.taxinearme.sk"
"podatelna@obecpila.eu","Pilazc","https://www.taxinearme.sk"
"pilaobec@gmail.com","Pilalc","https://www.taxinearme.sk"
"ou@obecpila.sk","Pila","https://www.taxinearme.sk"
"obec@pincina.sk","Pincina","https://www.taxinearme.sk"
"ocupinkovce@vknet.sk","Pinkovce","https://www.taxinearme.sk"
"opiskorovce@gmail.com","Piskorovce","https://www.taxinearme.sk"
"info@pitelova.eu","Pitelova","https://www.taxinearme.sk"
"plastovce@plastovce.sk","Plastovce","https://www.taxinearme.sk"
"starostka@obecplavevozokany.sk","Plavevozokany","https://www.taxinearme.sk"
"starosta@ppodhradie.sk","Plaveckepodhradie","https://www.taxinearme.sk"
"obec@plaveckymikulas.sk","Plaveckymikulas","https://www.taxinearme.sk"
"obec@plaveckypeter.sk","Plaveckypeter","https://www.taxinearme.sk"
"urad@obecplaveckystvrtok.sk","Plaveckystvrtok","https://www.taxinearme.sk"
"ocu@plavec.sk","Plavec","https://www.taxinearme.sk"
"obec@plavnica.sk","Plavnica","https://www.taxinearme.sk"
"ocu@plechotice.sk","Plechotice","https://www.taxinearme.sk"
"obecnyurad.ples@centrum.sk","Ples","https://www.taxinearme.sk"
"starostka@obecplesivec.sk","Plesivec","https://www.taxinearme.sk"
"obec@plevnik.sk","Plevnik Drienove","https://www.taxinearme.sk"
"obec@pliesovce.sk","Pliesovce","https://www.taxinearme.sk"
"obecploske@centrum.sk","Ploske","https://www.taxinearme.sk"
"obecploske@netkosice.sk","Ploske Kosice","https://www.taxinearme.sk"
"obec.pobedim@pobedim.sk","Pobedim","https://www.taxinearme.sk"
"pocarova@pocarova.sk","Pocarova","https://www.taxinearme.sk"
"obec.pocuvadlo@gmail.com","Pocuvadlo","https://www.taxinearme.sk"
"podbiel@podbiel.sk","Podbiel","https://www.taxinearme.sk"
"oupodbranc@podbranc.sk","Podbranc","https://www.taxinearme.sk"
"starosta@podbrezova.sk","Podbrezova","https://www.taxinearme.sk"
"obecnyurad@obecpodhajska.sk","Podhajska","https://www.taxinearme.sk"
"obecpodhorany@wircom.sk","Podhorany Nitra","https://www.taxinearme.sk"
"obecpodhorany@maldur.sk","Podhorany","https://www.taxinearme.sk"
