email,nazov_obce,okres,url_obce
"madunice@madunice.sk","Madunice","Hlohovec","https://www.taxinearme.sk/obec/madunice"
"info@magnezitovce.sk","Magnezitovce","Revúca","https://www.taxinearme.sk/obec/magnezitovce"
"info@obecmachulince.sk","Machulince","Zlaté Moravce","https://www.taxinearme.sk/obec/machulince"
"podatelna@majcichov.sk","Majcichov","Trnava","https://www.taxinearme.sk/obec/majcichov"
"peterzelina@zoznam.sk","Majere","Kežmarok","https://www.taxinearme.sk/obec/majere"
"jan.sarvas@majerovce.eu","Majerovce","Vranov nad Topľou","https://www.taxinearme.sk/obec/majerovce"
"makov@makov.sk","Makov","Čadca","https://www.taxinearme.sk/obec/makov"
"obecmakovce@centrum.sk","Makovce","Stropkov","https://www.taxinearme.sk/obec/makovce"
"m.calomija@mail.telekom.sk","Malacalomija","","https://www.taxinearme.sk/obec/malacalomija"
"info@malacausa.sk","Malacausa","","https://www.taxinearme.sk/obec/malacausa"
"malaciernaobec@azet.sk","Malacierna","","https://www.taxinearme.sk/obec/malacierna"
"mdomasa@gmail.com","Maladomasa","","https://www.taxinearme.sk/obec/maladomasa"
"obec.mfrankova@neton.sk","Malafrankova","","https://www.taxinearme.sk/obec/malafrankova"
"mhradna@gmail.com","Malahradna","","https://www.taxinearme.sk/obec/malahradna"
"malaida@malaida.sk","Malaida","","https://www.taxinearme.sk/obec/malaida"
"info@malalehota.eu","Malalehota","","https://www.taxinearme.sk/obec/malalehota"
"malalodina@post.sk","Malalodina","","https://www.taxinearme.sk/obec/malalodina"
"obecmalamaca@mail.t-com.sk","Malamaca","","https://www.taxinearme.sk/obec/malamaca"
"oumala@mail.viapvt.sk","Malanadhronom","","https://www.taxinearme.sk/obec/malanadhronom"
"obecmalapolana@gmail.com","Malapolana","","https://www.taxinearme.sk/obec/malapolana"
"malatrna@gmail.com","Malatrna","","https://www.taxinearme.sk/obec/malatrna"
"msu@malacky.sk","Malacky","Malacky","https://www.taxinearme.sk/obec/malacky"
"ou@malachov.sk","Malachov","Banská Bystrica","https://www.taxinearme.sk/obec/malachov"
"info@malas.sk","Malas","","https://www.taxinearme.sk/obec/malas"
"obecny.urad@malatina.sk","Malatina","","https://www.taxinearme.sk/obec/malatina"
"obec.malatiny@gmail.com","Malatiny","","https://www.taxinearme.sk/obec/malatiny"
"malcov@malcov.sk","Malcov","Bardejov","https://www.taxinearme.sk/obec/malcov"
"oumalcice@minet.sk","Malcice","","https://www.taxinearme.sk/obec/malcice"
"obecmaleborove@gmail.com","Maleborove","","https://www.taxinearme.sk/obec/maleborove"
"oobecmaledvorniky@slovanet.sk","Maledvorniky","","https://www.taxinearme.sk/obec/maledvorniky"
"obec.malehoste@gmail.com","Malehoste","","https://www.taxinearme.sk/obec/malehoste"
"ocumalechyndice@gmail.com","Malechyndice","","https://www.taxinearme.sk/obec/malechyndice"
"malekosihy@poiplie.sk","Malekosihy","","https://www.taxinearme.sk/obec/malekosihy"
"malekozmalovce@malekozmalovce.sk","Malekozmalovce","","https://www.taxinearme.sk/obec/malekozmalovce"
"malekrstenany@gmail.com","Malekrstenany","","https://www.taxinearme.sk/obec/malekrstenany"
"malelednice@malelednice.sk","Malelednice","","https://www.taxinearme.sk/obec/malelednice"
"obecmalelevare@gmail.com","Malelevare","","https://www.taxinearme.sk/obec/malelevare"
"maleludince@gmail.com","Maleludince","","https://www.taxinearme.sk/obec/maleludince"
"mozorovce@slovanet.sk","Maleozorovce","","https://www.taxinearme.sk/obec/maleozorovce"
"obecmaleraskovce@centrum.sk","Maleraskovce","","https://www.taxinearme.sk/obec/maleraskovce"
"mripnany@gmail.com","Maleripnany","","https://www.taxinearme.sk/obec/maleripnany"
"obecmalestraciny@gmail.com","Malestraciny","","https://www.taxinearme.sk/obec/malestraciny"
"obec.maletrakany@post.sk","Maletrakany","","https://www.taxinearme.sk/obec/maletrakany"
"info@maleuherce.sk","Maleuherce","","https://www.taxinearme.sk/obec/maleuherce"
"ou-malevozokany@slovanet.sk","Malevozokany","","https://www.taxinearme.sk/obec/malevozokany"
"oumalezaluzie@gmail.com","Malezaluzie","","https://www.taxinearme.sk/obec/malezaluzie"
"obecmalezlievce@gmail.com","Malezlievce","","https://www.taxinearme.sk/obec/malezlievce"
"starosta@malinec.sk","Malinec","","https://www.taxinearme.sk/obec/malinec"
"info@malinova.sk","Malinova","","https://www.taxinearme.sk/obec/malinova"
"obecnyurad@malinovo.sk","Malinovo","Senec","https://www.taxinearme.sk/obec/malinovo"
"podatelna@obecmaluzina.sk","Maluzina","","https://www.taxinearme.sk/obec/maluzina"
"obecmalycetin@gmail.com","Malycetin","","https://www.taxinearme.sk/obec/malycetin"
"info@malycepcin.sk","Malycepcin","","https://www.taxinearme.sk/obec/malycepcin"
"malyhores@dornet.sk","Malyhores","","https://www.taxinearme.sk/obec/malyhores"
"agnes.mate@maly-kamenec.dcom.sk","Malykamenec","","https://www.taxinearme.sk/obec/malykamenec"
"info@malykrtis.sk","Malykrtis","","https://www.taxinearme.sk/obec/malykrtis"
"obecnyurad@malylapas.sk","Malylapas","","https://www.taxinearme.sk/obec/malylapas"
"obecmalylipnik@livenet.sk","Malylipnik","","https://www.taxinearme.sk/obec/malylipnik"
"obec@obecmalyslavkov.sk","Malyslavkov","","https://www.taxinearme.sk/obec/malyslavkov"
"obecmalyslivnik@juko.sk","Malyslivnik","","https://www.taxinearme.sk/obec/malyslivnik"
"malysaris@stonline.sk","Malysaris","","https://www.taxinearme.sk/obec/malysaris"
"obec@malzenice.sk","Malzenice","","https://www.taxinearme.sk/obec/malzenice"
"matrika@obecmana.sk","Mana","","https://www.taxinearme.sk/obec/mana"
"mankovce@centrum.sk","Mankovce","Zlaté Moravce","https://www.taxinearme.sk/obec/mankovce"
"obec.marcelova@marcelova.sk","Marcelova","","https://www.taxinearme.sk/obec/marcelova"
"podatelna@margecany.sk","Margecany","Gelnica","https://www.taxinearme.sk/obec/margecany"
"starosta@obecmarhan.sk","Marhan","","https://www.taxinearme.sk/obec/marhan"
"starosta@marianka.sk","Marianka","Malacky","https://www.taxinearme.sk/obec/marianka"
"ocumarkovce@minet.sk","Markovce","Michalovce","https://www.taxinearme.sk/obec/markovce"
"obec.markuska@centrum.sk","Markuska","","https://www.taxinearme.sk/obec/markuska"
"obecmarkusovce@markusovce.sk","Markusovce","","https://www.taxinearme.sk/obec/markusovce"
"podatelna@marsovarasov.sk","Marsovarasov","","https://www.taxinearme.sk/obec/marsovarasov"
"msu@martin.sk","Martin","Martin","https://www.taxinearme.sk/obec/martin"
"info@martinnadzitavou.sk","Martinnadzitavou","","https://www.taxinearme.sk/obec/martinnadzitavou"
"ou@martincek.sk","Martincek","","https://www.taxinearme.sk/obec/martincek"
"ocu.martinova@gmail.com","Martinova","","https://www.taxinearme.sk/obec/martinova"
"ocu@martovce.sk","Martovce","Komárno","https://www.taxinearme.sk/obec/martovce"
"obec.maskova@gmail.com","Maskova","","https://www.taxinearme.sk/obec/maskova"
"maskovce@centrum.sk","Maskovce","","https://www.taxinearme.sk/obec/maskovce"
"obec@obecmatejovcenadhornadom.sk","Matejovcenadhornadom","","https://www.taxinearme.sk/obec/matejovcenadhornadom"
"ou.matiaska@gmail.com","Matiaska","","https://www.taxinearme.sk/obec/matiaska"
"matiasovce@matiasovce.sk","Matiasovce","","https://www.taxinearme.sk/obec/matiasovce"
"obecmatovce@gmail.com","Matovce","Svidník","https://www.taxinearme.sk/obec/matovce"
"ocumatvoj@gmail.com","Matovskevojkovce","","https://www.taxinearme.sk/obec/matovskevojkovce"
"sekretariat@matuskovo.sk","Matuskovo","","https://www.taxinearme.sk/obec/matuskovo"
"matysova@matysova.sk","Matysova","","https://www.taxinearme.sk/obec/matysova"
"obecmedovarce@gmail.com","Medovarce","Krupina","https://www.taxinearme.sk/obec/medovarce"
"obecmedvedie@centrum.sk","Medvedie","Svidník","https://www.taxinearme.sk/obec/medvedie"
"info@medvedov.sk","Medvedov","","https://www.taxinearme.sk/obec/medvedov"
"medzany@obecmedzany.sk","Medzany","Prešov","https://www.taxinearme.sk/obec/medzany"
"mesto@medzev.sk","Medzev","Košice-okolie","https://www.taxinearme.sk/obec/medzev"
"obecmedzianky@gmail.com","Medzianky","Vranov nad Topľou","https://www.taxinearme.sk/obec/medzianky"
"urad@obecmedzibrod.sk","Medzibrod","Banská Bystrica","https://www.taxinearme.sk/obec/medzibrod"
"info@medzibrodienadoravou.sk","Medzibrodie","","https://www.taxinearme.sk/obec/medzibrodie"
"info@medzilaborce-urad.sk","Medzilaborce","Medzilaborce","https://www.taxinearme.sk/obec/medzilaborce"
"obec@melcice-lieskove.sk","Melcice lieskove","","https://www.taxinearme.sk/obec/melcice-lieskove"
"obecmelek@gmail.com","Melek","Nitra","https://www.taxinearme.sk/obec/melek"
"obec@meliata.sk","Meliata","Rožňava","https://www.taxinearme.sk/obec/meliata"
"obec@mengusovce.sk","Mengusovce","Poprad","https://www.taxinearme.sk/obec/mengusovce"
"merasice@wircom.sk","Merasice","","https://www.taxinearme.sk/obec/merasice"
"ocu.mernik@watel.sk","Mernik","","https://www.taxinearme.sk/obec/mernik"
"obecmestecko@obecmestecko.sk","Mestecko","","https://www.taxinearme.sk/obec/mestecko"
"mestisko@vl.sk","Mestisko","Svidník","https://www.taxinearme.sk/obec/mestisko"
"obecmicakovce@gmail.com","Micakoce","","https://www.taxinearme.sk/obec/micakoce"
"mierovo@zmail.sk","Mierovo","Dunajská Streda","https://www.taxinearme.sk/obec/mierovo"
"obec@miezgovce.sk","Miezgovce","Bánovce nad Bebravou","https://www.taxinearme.sk/obec/miezgovce"
"ou.michajlov@lekosonline.sk","Michajlov","Snina","https://www.taxinearme.sk/obec/michajlov"
"starosta@michalnaostrove.sk","Michalnaostrove","","https://www.taxinearme.sk/obec/michalnaostrove"
"ou.michal@gmail.com","Michalnadzitavou","","https://www.taxinearme.sk/obec/michalnadzitavou"
"obecmichalany@michalany.eu","Michalany","","https://www.taxinearme.sk/obec/michalany"
"obecmichalkova@zoznam.sk","Michalkova","","https://www.taxinearme.sk/obec/michalkova"
"obecmichalok@orangemail.sk","Michalok","Vranov nad Topľou","https://www.taxinearme.sk/obec/michalok"
"oumichalova@michalova.sk","Michalova","","https://www.taxinearme.sk/obec/michalova"
"msumi@msumi.sk","Michalovce","Michalovce","https://www.taxinearme.sk/obec/michalovce"
"obec@miklusovce.sk","Miklusovce","","https://www.taxinearme.sk/obec/miklusovce"
"obecmikova@gmail.com","Mikova","","https://www.taxinearme.sk/obec/mikova"
"obecmikulasova@gmail.com","Mikulasova","","https://www.taxinearme.sk/obec/mikulasova"
"mikusovce@centrum.sk","Mikusovce","","https://www.taxinearme.sk/obec/mikusovce"
"obecnyurad@mikusovce.sk","Mikusovce ilava","","https://www.taxinearme.sk/obec/mikusovce-ilava"
"sekretariat@obecmilhost.eu","Milhost","","https://www.taxinearme.sk/obec/milhost"
"obec@miloslavov.sk","Miloslavov","Senec","https://www.taxinearme.sk/obec/miloslavov"
"milpos@milpos.sk","Milpos","","https://www.taxinearme.sk/obec/milpos"
"ou.minovce@centrum.sk","Minovce","","https://www.taxinearme.sk/obec/minovce"
"obecmirkovce65@gmail.com","Mirkovce","Prešov","https://www.taxinearme.sk/obec/mirkovce"
"michalkurecko45@gmail.com","Mirola","","https://www.taxinearme.sk/obec/mirola"
"obecmladzovo@gmail.com","Mladzovo","","https://www.taxinearme.sk/obec/mladzovo"
"obecmlynarovce@gmail.com","Mlynarovce","","https://www.taxinearme.sk/obec/mlynarovce"
"mlynceky@mlynceky.sk","Mlynceky","","https://www.taxinearme.sk/obec/mlynceky"
"info@obecmlynica.sk","Mlynica","Poprad","https://www.taxinearme.sk/obec/mlynica"
"obecmlynky@gmail.com","Mlynky","Spišská Nová Ves","https://www.taxinearme.sk/obec/mlynky"
"starosta@mnichovalehota.sk","Mnichovalehota","","https://www.taxinearme.sk/obec/mnichovalehota"
"obec@mnisek.sk","Mniseknadhnilcom","","https://www.taxinearme.sk/obec/mniseknadhnilcom"
"obecmnp@gmail.com","Mniseknadpopradom","","https://www.taxinearme.sk/obec/mniseknadpopradom"
"moca@slovanet.sk","Moca","","https://www.taxinearme.sk/obec/moca"
"sekretariat@mocenok.sk","Mocenok","","https://www.taxinearme.sk/obec/mocenok"
"obecmociar@gmail.com,starosta@mociar.sk","Mociar","","https://www.taxinearme.sk/obec/mociar"
"primator@modra.sk","Modra","Pezinok","https://www.taxinearme.sk/obec/modra"
"info@modranadcirochou.sk","Modranadcirochou","","https://www.taxinearme.sk/obec/modranadcirochou"
"obec@obecmodrany.sk","Modrany","Komárno","https://www.taxinearme.sk/obec/modrany"
"modrova@modrova.eu.sk","Modrova","","https://www.taxinearme.sk/obec/modrova"
"obec@modrovka.sk","Modrovka","Nové Mesto nad Váhom","https://www.taxinearme.sk/obec/modrovka"
"primator@modrykamen.sk","Modrykamen","","https://www.taxinearme.sk/obec/modrykamen"
"starosta@mojmirovce.sk","Mojmirovce","","https://www.taxinearme.sk/obec/mojmirovce"
"obecnyurad@mojs.sk","Mojs","","https://www.taxinearme.sk/obec/mojs"
"obecmojtin@obecmojtin.sk","Mojtin","","https://www.taxinearme.sk/obec/mojtin"
"starosta@mojzesovo.sk","Mojzesovo","Nové Zámky","https://www.taxinearme.sk/obec/mojzesovo"
"info@mokraluka.eu","Mokraluka","","https://www.taxinearme.sk/obec/mokraluka"
"info@mokrance.sk","Mokrance","Košice-okolie","https://www.taxinearme.sk/obec/mokrance"
"obec@mokroluh.sk","Mokroluh","Bardejov","https://www.taxinearme.sk/obec/mokroluh"
"starosta@mokryhaj.sk","Mokryhaj","","https://www.taxinearme.sk/obec/mokryhaj"
"info@molca.sk","Molca","","https://www.taxinearme.sk/obec/molca"
"msu@moldava.sk","Moldavanadbodvou","","https://www.taxinearme.sk/obec/moldavanadbodvou"
"moravany@obecmoravany.sk","Moravany","Michalovce","https://www.taxinearme.sk/obec/moravany"
"moravany@moravany.sk","Moravanynadvahom","","https://www.taxinearme.sk/obec/moravanynadvahom"
"obec@moravskelieskove.sk","Moravskelieskove","","https://www.taxinearme.sk/obec/moravskelieskove"
"obecmsjan@obecmsjan.sk","Moravskysvatyjan","","https://www.taxinearme.sk/obec/moravskysvatyjan"
"sekretariat@mostpribratislave.sk","Mostpribratislave","","https://www.taxinearme.sk/obec/mostpribratislave"
"info@obecmostova.sk","Mostova","","https://www.taxinearme.sk/obec/mostova"
"pddrazkovce@gaya.sk","Moskovec","","https://www.taxinearme.sk/obec/moskovec"
"info@mosovce.sk","Mosovce","","https://www.taxinearme.sk/obec/mosovce"
"ocumostenica@orangemail.sk","Mostenica","","https://www.taxinearme.sk/obec/mostenica"
"mosurov@gmail.com","Mosurov","","https://www.taxinearme.sk/obec/mosurov"
"obec@motesice.sk","Motesice","","https://www.taxinearme.sk/obec/motesice"
"motyckyobec@gmail.com","Motycky","","https://www.taxinearme.sk/obec/motycky"
"obecmrazovce@zoznam.sk","Mrazovce","","https://www.taxinearme.sk/obec/mrazovce"
"podatelna@mucin.sk","Mucin","","https://www.taxinearme.sk/obec/mucin"
"obecmudronovo@pobox.sk","Mudronovo","","https://www.taxinearme.sk/obec/mudronovo"
"obec@mudrovce.sk","Mudrovce","Košice-okolie","https://www.taxinearme.sk/obec/mudrovce"
"obec.mula@gmail.com","Mula","","https://www.taxinearme.sk/obec/mula"
"obec@muran.sk","Muran","","https://www.taxinearme.sk/obec/muran"
"info@muranskadlhaluka.sk","Muranska dlha luka","","https://www.taxinearme.sk/obec/muranska-dlha-luka"
"info@muranskahuta.sk","Muranskahuta","","https://www.taxinearme.sk/obec/muranskahuta"
"info@muranskalehota.sk","Muranskalehota","","https://www.taxinearme.sk/obec/muranskalehota"
"muranska.zdychava@gmail.com","Muranskazdychava","","https://www.taxinearme.sk/obec/muranskazdychava"
"obec@mutne.sk","Mutne","","https://www.taxinearme.sk/obec/mutne"
"sekretariat@muzla.sk","Muzla","","https://www.taxinearme.sk/obec/muzla"
"primator@myjava.sk","Myjava","Myjava","https://www.taxinearme.sk/obec/myjava"
"obexmyslina@gmail.com","Myslina","Humenné","https://www.taxinearme.sk/obec/myslina"
"obec@mytna.sk","Mytna","","https://www.taxinearme.sk/obec/mytna"
"mytneludany@gmail.com","Mytneludany","","https://www.taxinearme.sk/obec/mytneludany"
"ou@mytopoddumbierom.sk","Mytopoddumbierom","","https://www.taxinearme.sk/obec/mytopoddumbierom"
"nacinaves@nacinaves.sk","Nacinaves","","https://www.taxinearme.sk/obec/nacinaves"
"ocunadlice@gmail.com","Nadlice","Partizánske","https://www.taxinearme.sk/obec/nadlice"
"obecnagov@gmail.com","Nagov","","https://www.taxinearme.sk/obec/nagov"
"obec.nahac84@gmail.com","Nahac","","https://www.taxinearme.sk/obec/nahac"
"starosta@nalepkovo.sk","Nalepkovo","","https://www.taxinearme.sk/obec/nalepkovo"
"sekretariat@namestovo.sk","Namestovo","","https://www.taxinearme.sk/obec/namestovo"
"starosta@obecnana.sk","Nana","","https://www.taxinearme.sk/obec/nana"
"info@nandraz.sk","Nandraz","","https://www.taxinearme.sk/obec/nandraz"
"obec.narad@gmail.com","Narad","","https://www.taxinearme.sk/obec/narad"
"info@necpaly.sk","Necpaly","Martin","https://www.taxinearme.sk/obec/necpaly"
"info@obecnedanovce.sk","Nedanovce","Partizánske","https://www.taxinearme.sk/obec/nedanovce"
"ocunedasovce@centrum.sk","Nedasovce","","https://www.taxinearme.sk/obec/nedasovce"
"obecneded@neded.sk","Neded","Šaľa","https://www.taxinearme.sk/obec/neded"
"sekretariat@nededza.eu","Nededza","Žilina","https://www.taxinearme.sk/obec/nededza"
"info@nedozery-brezany.sk","Nedozery brezany","","https://www.taxinearme.sk/obec/nedozery-brezany"
"obecnechvalovapolianka@gmail.com","Nechvalovapolianka","","https://www.taxinearme.sk/obec/nechvalovapolianka"
"obec@nemce.sk,alena.krajnakova@nemce.dcom.sk","Nemce","Banská Bystrica","https://www.taxinearme.sk/obec/nemce"
"nemcovce@nemcovce.sk","Nemcovce","Bardejov","https://www.taxinearme.sk/obec/nemcovce-bardejov"
"obecnemcovcepo@gmail.com","Nemcovce presov","","https://www.taxinearme.sk/obec/nemcovce-presov"
"nemcice@nemcice.sk","Nemcice","","https://www.taxinearme.sk/obec/nemcice"
"obec@nemcinany.eu","Nemcinany","","https://www.taxinearme.sk/obec/nemcinany"
"ou@nemecka.info","Nemecka","","https://www.taxinearme.sk/obec/nemecka"
"uhlarova@centrum.sk","Nemecky","","https://www.taxinearme.sk/obec/nemecky"
"starostka@obecnemesany.sk","Nemesany","","https://www.taxinearme.sk/obec/nemesany"
"sekretariatprimatora@nemsova.sk","Nemsova","","https://www.taxinearme.sk/obec/nemsova"
"ocunenince@centrum.sk","Nenince","Veľký Krtíš","https://www.taxinearme.sk/obec/nenince"
"obec.neporadza2015@gmail.com","Neporadza","Trenčín","https://www.taxinearme.sk/obec/neporadza-trencin"
"obec@neporadza.sk","Neporadza trencin","","https://www.taxinearme.sk/obec/neporadza-trencin"
"obec@neslusa.sk","Neslusa","","https://www.taxinearme.sk/obec/neslusa"
"ocu@nesvady.sk","Nesvady","Komárno","https://www.taxinearme.sk/obec/nesvady"
"starosta@neverice.sk","Neverice","Zlaté Moravce","https://www.taxinearme.sk/obec/neverice"
"nevidzany@slovanet.sk","Nevidzany zlatemoravce","","https://www.taxinearme.sk/obec/nevidzany-zlatemoravce"
"obecnevidzanypd@centrum.sk","Nevidzany","Prievidza","https://www.taxinearme.sk/obec/nevidzany-prievidza"
"obec@nevolne.sk","Nevolne","","https://www.taxinearme.sk/obec/nevolne"
"obec@nezbudskalucka.sk","Nezbudskalucka","","https://www.taxinearme.sk/obec/nezbudskalucka"
"obec@nimnica.eu","Nimnica","Púchov","https://www.taxinearme.sk/obec/nimnica"
"msunitra@msunitra.sk","Nitra","Nitra","https://www.taxinearme.sk/obec/nitra"
"obecnitra@gmail.com","Nitranadiplom","","https://www.taxinearme.sk/obec/nitranadiplom"
"starosta@nitrianskablatnica.sk","Nitrianskablatnica","","https://www.taxinearme.sk/obec/nitrianskablatnica"
"obecns@gmail.com","Nitrianskastreda","","https://www.taxinearme.sk/obec/nitrianskastreda"
"info@nitrianskehrnciarovce.sk","Nitrianskehrnciarovce","","https://www.taxinearme.sk/obec/nitrianskehrnciarovce"
"ocu@nitrianskepravno.sk","Nitrianskepravno","","https://www.taxinearme.sk/obec/nitrianskepravno"
"info@nitrianskerudno.sk","Nitrianskerudno","","https://www.taxinearme.sk/obec/nitrianskerudno"
"obec@nitrianskesucany.sk","Nitrianskesucany","","https://www.taxinearme.sk/obec/nitrianskesucany"
"info@obecnitrica.sk","Nitrica","Prievidza","https://www.taxinearme.sk/obec/nitrica"
"ocunizna@gmail.com","Nizna","","https://www.taxinearme.sk/obec/nizna"
"obec@nizna.sk","Nizna tvrdosin","","https://www.taxinearme.sk/obec/nizna-tvrdosin"
"obec@niznaboca.sk","Niznaboca","","https://www.taxinearme.sk/obec/niznaboca"
"obecniznahutka@netkosice.sk","Niznahutka","","https://www.taxinearme.sk/obec/niznahutka"
"nizna.jablonka@gmail.com","Niznajablonka","","https://www.taxinearme.sk/obec/niznajablonka"
"obecnjedlova@gmail.com","Niznajedlova","","https://www.taxinearme.sk/obec/niznajedlova"
"obecniznakamenica@netkosice.sk","Niznakamenica","","https://www.taxinearme.sk/obec/niznakamenica"
"obecniznamysla@netkosice.sk","Niznamysla","","https://www.taxinearme.sk/obec/niznamysla"
"obec@niznaolsava.sk","Niznaolsava","","https://www.taxinearme.sk/obec/niznaolsava"
"niznapisana.obec@gmail.com","Niznapisana","","https://www.taxinearme.sk/obec/niznapisana"
"cundra.jan@post.sk","Niznapolianka","","https://www.taxinearme.sk/obec/niznapolianka"
"oun.nrybnica@azet.sk","Niznarybnica","","https://www.taxinearme.sk/obec/niznarybnica"
"info@niznasitnica.sk","Niznasitnica","","https://www.taxinearme.sk/obec/niznasitnica"
"niznaslanapodatelna@gmail.com","Niznaslana","","https://www.taxinearme.sk/obec/niznaslana"
"niznavola@niznavola.sk","Niznavola","","https://www.taxinearme.sk/obec/niznavola"
"nizneladickovce@gmail.com","Nizneladickovce","","https://www.taxinearme.sk/obec/nizneladickovce"
"nizne.nemecke@centrum.sk","Niznenemecke","","https://www.taxinearme.sk/obec/niznenemecke"
"obecniznerepase@gmail.com","Niznerepase","","https://www.taxinearme.sk/obec/niznerepase"
"obecnizneruzbachy@gmail.com","Nizneruzbachy","","https://www.taxinearme.sk/obec/nizneruzbachy"
"niznycaj@netkosice.sk","Niznycaj","","https://www.taxinearme.sk/obec/niznycaj"
"niznyhrabovec@niznyhrabovec.sk","Niznyhrabovec","","https://www.taxinearme.sk/obec/niznyhrabovec"
"ocu.nizny.hrusov@slovanet.sk","Niznyhrusov","","https://www.taxinearme.sk/obec/niznyhrusov"
"info@niznyklatov.sk","Niznyklatov","","https://www.taxinearme.sk/obec/niznyklatov"
"obecniznykomarnik@zoznam.sk","Niznykomarnik","","https://www.taxinearme.sk/obec/niznykomarnik"
"obec@niznykrucov.sk","Niznykrucov","","https://www.taxinearme.sk/obec/niznykrucov"
"obecniznylanec@centrum.sk","Niznylanec","","https://www.taxinearme.sk/obec/niznylanec"
"nmirosov@gmail.com","Niznymirosov","","https://www.taxinearme.sk/obec/niznymirosov"
"obecniznyorlik@gmail.com","Niznyorlik","","https://www.taxinearme.sk/obec/niznyorlik"
"obec.niznyskalnik@mail.t-com.sk","Niznyskalnik","","https://www.taxinearme.sk/obec/niznyskalnik"
"niznyslavkov@niznyslavkov.sk","Niznyslavkov","","https://www.taxinearme.sk/obec/niznyslavkov"
"sekretariat@niznytvarozec.sk","Niznytvarozec","","https://www.taxinearme.sk/obec/niznytvarozec"
"obecniznyzipov@gmail.com","Niznyzipov","","https://www.taxinearme.sk/obec/niznyzipov"
"obecnolcovo@tipnet.sk","Nolcovo","","https://www.taxinearme.sk/obec/nolcovo"
"podatelna@obecnorovce.sk","Norovce","Topoľčany","https://www.taxinearme.sk/obec/norovce"
"msu@novabana.sk","Novabana","","https://www.taxinearme.sk/obec/novabana"
"nova.basta@gmail.com","Novabasta","","https://www.taxinearme.sk/obec/novabasta"
"obec@novabosaca.sk","Novabosaca","","https://www.taxinearme.sk/obec/novabosaca"
"info@novabystrica.sk","Novabystrica","","https://www.taxinearme.sk/obec/novabystrica"
"obec@novadedina.sk","Novadedina","","https://www.taxinearme.sk/obec/novadedina"
"novadedinka@novadedinka.sk","Novadedinka","","https://www.taxinearme.sk/obec/novadedinka"
"msu@novadubnica.sk","Novadubnica","","https://www.taxinearme.sk/obec/novadubnica"
"sekretariat@novakelca.sk","Novakelca","","https://www.taxinearme.sk/obec/novakelca"
"obecnovalehota@zoznam.sk","Novalehota","","https://www.taxinearme.sk/obec/novalehota"
"info@novalesna.sk","Novalesna","","https://www.taxinearme.sk/obec/novalesna"
"obec@novalubovna.sk","Novalubovna","","https://www.taxinearme.sk/obec/novalubovna"
"starosta@novapolhora.sk","Novapolhora","","https://www.taxinearme.sk/obec/novapolhora"
"info@obecnovasedlica.sk","Novasedlica","","https://www.taxinearme.sk/obec/novasedlica"
"obec.novaves@gost.sk","Novaves","","https://www.taxinearme.sk/obec/novaves"
"obec@novavesnadvahom.sk","Novavesnadvahom","","https://www.taxinearme.sk/obec/novavesnadvahom"
"obec@novavesnadzitavou.sk","Novavesnadzitavou","","https://www.taxinearme.sk/obec/novavesnadzitavou"
"obec@novavieska.sk","Novavieska","","https://www.taxinearme.sk/obec/novavieska"
"novacanyocu@gmail.com","Novacany","","https://www.taxinearme.sk/obec/novacany"
"munovaky@novaky.sk","Novaky","","https://www.taxinearme.sk/obec/novaky"
"starosta@novehony.sk","Novehony","","https://www.taxinearme.sk/obec/novehony"
"msu@nove-mesto.sk","Novemestonadvahom","","https://www.taxinearme.sk/obec/novemestonadvahom"
"obecnyurad@novesady.sk","Novesady","","https://www.taxinearme.sk/obec/novesady"
"primator@novezamky.sk","Novezamky","","https://www.taxinearme.sk/obec/novezamky"
"ocunovosad@gmail.com","Novosad","Trebišov","https://www.taxinearme.sk/obec/novosad"
"obec@novot.sk","Novot","","https://www.taxinearme.sk/obec/novot"
"novyruskov@mail.viapvt.sk","Novyruskov","","https://www.taxinearme.sk/obec/novyruskov"
"info@novysalas.sk","Novysalas","","https://www.taxinearme.sk/obec/novysalas"
"obec@novytekov.sk","Novytekov","","https://www.taxinearme.sk/obec/novytekov"
"novyzivot@novyzivot.sk","Novyzivot","","https://www.taxinearme.sk/obec/novyzivot"
"ocunyrovce@gmail.com","Nyrovce","","https://www.taxinearme.sk/obec/nyrovce"
"obeckov@gmail.com","Obeckov","Veľký Krtíš","https://www.taxinearme.sk/obec/obeckov"
"starosta@obid.sk","Obid","Nové Zámky","https://www.taxinearme.sk/obec/obid"
"info@obisovce.sk","Obisovce","","https://www.taxinearme.sk/obec/obisovce"
"oborin@oborin.eu","Oborin","","https://www.taxinearme.sk/obec/oborin"
"obrucne@zoznam.sk","Obrucne","","https://www.taxinearme.sk/obec/obrucne"
"podatelna@obyce.eu","Obyce","Zlaté Moravce","https://www.taxinearme.sk/obec/obyce"
"obec.ockov@gmail.com","Ockov","","https://www.taxinearme.sk/obec/ockov"
"podatelna@ocova.sk","Ocova","","https://www.taxinearme.sk/obec/ocova"
"starosta@obecodorin.sk","Odorin","","https://www.taxinearme.sk/obec/odorin"
"starosta@obecohrady.sk","Ohrady","Dunajská Streda","https://www.taxinearme.sk/obec/ohrady"
"ohradzany@gmail.com","Ohradzany","Humenné","https://www.taxinearme.sk/obec/ohradzany"
"obec@ochodnica.sk","Ochodnica","Kysucké Nové Mesto","https://www.taxinearme.sk/obec/ochodnica"
